Desplacment,Force
0.0,0.0
-1.0301420809539764e-06,-0.10301420189865874
-3.1679404783701253e-06,-0.3167938676171805
-4.653221723135216e-06,-0.4653216011868708
-4.1579623489372666e-06,-0.41579566376707583
-1.1338247298547107e-06,-0.1133819018588203
4.234627253893776e-06,0.4234628773679752
1.1349966076893881e-05,1.1349889020647466
1.9724307234671358e-05,1.9723878082529256
2.9090878430584438e-05,2.908948879655226
3.929553024704366e-05,3.9292096894618473
5.016434196937607e-05,5.015719326983192
6.135264391536484e-05,6.133956222434196
7.220443066729646e-05,7.218310580909037
8.179227665568193e-05,8.17612793789203
8.949886094163422e-05,8.945825231572432
9.53722655473485e-05,9.53231284132225
0.00010004959114613152,9.999286692499883
0.00010440476791277483,10.434031213843118
0.00010924798267063331,10.917413877349688
0.00011522402716631795,11.513739728609954
0.00012233923243975612,12.223555382460459
0.00012999138083087913,12.986702077189076
0.00013726408689408744,13.711768322399989
0.00014332685744847284,14.316020400790514
0.000147351890607202,14.717081318052596
0.00014824038656385043,14.805601707310966
0.00014508491532953888,14.490054583879811
0.00013729080409053863,13.710643459979785
0.00012492605016379028,12.474168067304952
0.0001088555773057969,10.867120781505612
9.027637040909312e-05,9.009200091835233
7.026539357324598e-05,7.008102408250521
4.983479270570908e-05,4.9650423214968304
3.002438922765455e-05,2.984001973691378
1.161599413450595e-05,1.1431624643765177
-4.8746226370213975e-06,-0.5058980138699856
-1.972924589487372e-05,-1.9913162755689588
-3.411382492016762e-05,-3.4295901732211416
-4.968567656507714e-05,-4.98630096672664
-6.821251005405862e-05,-6.83787386995809
-9.081065590832314e-05,-9.095232801105752
-0.00011771694468528537,-11.780848398956579
-0.00014850611939509566,-14.85044047694743
-0.00018281866542365252,-18.265639839812092
-0.00021965635334131382,-21.924042886908325
-0.0002571701119143678,-25.639267958709187
-0.00029271995782424585,-29.14883019274591
-0.0003227848955937206,-32.10733694294326
-0.0003449072686891519,-34.2781244668346
-0.00035854552365328755,-35.61363428661495
-0.00036500788788818836,-36.24568936041541
-0.0003668203177274986,-36.422865119667755
-0.00036638825573965514,-36.37965892088341
-0.0003650613125072891,-36.2469645976468
-0.00036365307669474037,-36.10614101639193
-0.00036307964360445015,-36.04879770736291
-0.000364253371557963,-36.163569562879374
-0.0003678227356544585,-36.512494471265576
-0.0003739495950543912,-37.111067613524504
-0.00038257805076364937,-37.953252594171545
-0.00039233899979445144,-38.90484516356892
-0.00040067957649998065,-39.716994953609195
-0.0004046621073526879,-40.10446613367251
-0.0004017878137214097,-39.81703677054469
-0.00039114743566331315,-38.752998964735035
-0.000373454149287324,-36.98367032713612
-0.0003503520487078353,-34.673460269187245
-0.00032330255267415273,-31.96851066581899
-0.00029335013043426127,-28.973268441829845
-0.0002613543561550307,-25.773691013906788
-0.00022770907722728784,-22.4091631211325
-0.00019247236076310042,-18.885491474713763
-0.0001554349218790247,-15.181747586306194
-0.00011617662837290968,-11.255918235694693
-7.355714453143042e-05,-6.993969851546767
-2.5273908099953033e-05,-2.165646208399029
3.070526184087227e-05,3.4320562991967116
9.489916753446429e-05,9.84624345493495
0.00016713334608226267,17.046878058360033
0.00024764240614080633,25.03636196684805
0.0003355944998911101,33.701514633418746
0.00042852143687984845,42.76202050416402
0.0005229752635679649,51.84681640814025
0.0006152402659723596,60.576697025163476
0.0007026129623560205,68.69291663484113
0.0007839078968339446,76.09815315359245
0.0008591907904540669,82.81912382291715
0.0009291831955962788,88.94213438049296
0.0009946423052666234,94.55333091981886
0.0010561377999610104,99.71912962454616
0.0011138615611435835,104.47192591719549
0.0011675098135433364,108.8034809284709
0.0012170114999380485,112.7255069611282
0.0012626373597059198,116.2758887546801
0.0013047088066584255,119.49410183847348
0.0013431708786846854,122.38909542675628
0.00137739255278227,124.92679159884004
0.00140642521113658,127.05139017828317
0.0014295662798611893,128.72615946249738
0.001447412460770657,130.0063752334556
0.001460841751287851,130.9632108965839
0.001470323897997203,131.6354315406855
0.0014758468332286881,132.02567980727096
0.001476838141749327,132.0956246247705
0.0014722803435896611,131.6398448088039
0.0014605572579327148,130.46753624310927
0.0014404835610848923,128.46016655832702
0.0014116896538796163,125.58077583779941
0.0013747412796113923,121.885938410977
0.0013312640285069962,117.5382133005374
0.0012825622729939865,112.66803774923642
0.0012291550421400254,107.32731466384033
0.001170800176859713,101.49182813580907
0.0011070558615972825,95.11739660956603
0.00103748369087879,88.16017953771679
0.0009616383673026693,80.57564718010471
0.0008790214219205249,72.31395264189028
0.0007888710109874169,63.298911548579476
0.0006901312193406452,53.42493238390231
0.0005816039285961433,42.572203309452114
0.0004627001625756483,30.681826707402614
0.000334027999453767,17.814610395214487
0.00019670057149619256,4.081867599457042
5.07943656133765e-05,-10.50150263345056
-0.00010234273990237102,-25.720053310549208
-0.0002595978389085674,-41.13250508565525
-0.0004166251461039025,-56.18507049767155
-0.0005692328132788363,-70.38649701920178
-0.000713535322057519,-83.34692942232607
-0.0008460475462031791,-94.79256630245304
-0.0009635270714170373,-104.54175577276003
-0.001062386435780839,-112.43904444654683
-0.0011395139703223576,-118.39870653153906
-0.0011924960524025271,-122.38813816052145
-0.0012193574302045507,-124.37787075885498
-0.001217071276888137,-124.14925542721362
-0.001184991842806564,-120.9413120190563
-0.0011259794577832126,-115.04007351672116
-0.0010455560787649926,-106.99773561489916
-0.0009507911806920574,-97.52124580760564
-0.0008469514106011227,-87.13726879851218
-0.0007361491534852065,-76.05704308692056
-0.0006181809615360281,-64.26022389200271
-0.0004922687629137041,-51.66900402977033
-0.0003582883489490261,-38.27096263330253
-0.0002170290860001717,-24.145036338417093
-6.9632153204611e-05,-9.405343058861025
8.317318614675831e-05,5.873734124289011
0.00024132190968312878,21.632657807846762
0.00040471667294609713,37.72237364461246
0.0005726191641328004,53.90857390188004
0.0007432127493282736,69.85349674896051
0.0009129676101773598,85.09545828136409
0.0010768099389305813,99.11992086801223
0.0012313038787436787,111.66161417393563
0.0013777877921289086,122.90151067668026
0.0015186416885244094,133.08929415623737
0.001654643377059028,142.33960434040418
0.0017847501457142452,150.64881708813013
0.0019067417845538412,157.9647337296896
0.002017702570908408,164.22711611155265
0.0021147370922995146,169.4045388416497
0.0021950064652970277,173.48186089491045
0.0022555279801328015,176.43592180937105
0.002292650953887995,178.19777748908373
0.0023017566808206007,178.62418701316926
0.0022781327565877946,176.26179458988867
0.0022180321202414427,170.25173095525346
0.0021187095526519874,160.31947419630794
0.0019771557903754144,146.16409796865065
0.0017933440578716696,127.78292471827618
0.0015708295563929611,105.53147457040532
0.0013155728809256175,80.00580702367097
0.0010339967346285918,51.84819239396841
0.000731629422019955,21.611461133104726
0.0004128688877528424,-10.251886547035593
8.092855461791423e-05,-42.94426358145026
-0.0002614556255740978,-74.98725194351347
-0.0006113365772723611,-104.9309728865546
-0.0009650304202088086,-131.62851986364242
-0.0013195443393540834,-154.50189239554047
-0.0016733665164469474,-173.52967567447476
-0.0020262961366150473,-189.0496755214988
-0.002379711126639865,-201.58226260864973
-0.002733051606768274,-211.5943769722324
-0.0030825876463110953,-219.48498793203677
-0.0034218978306152534,-225.6163367713299
-0.0037432357531020674,-230.32500851027712
-0.004038615416867384,-233.9069967569579
-0.004300784915488204,-236.60641599608073
-0.004524079375046327,-238.61466995430385
-0.004704682982956753,-240.0746174679061
-0.00484065649290575,-241.08974536493227
-0.0049312990539224924,-241.73048200644726
-0.00497700008668631,-242.04339381475867
-0.00497882371873051,-242.05574419864803
-0.004938286463023544,-238.0020186279514
