Desplacment,Force
0.0,0.0
6.532903150434024e-06,0.32664494815729034
2.1985970560387298e-05,1.0992905477492567
3.8764257188729146e-05,1.9381691206412217
5.087979200175163e-05,2.543890699328159
5.504798265546914e-05,2.7522738808787306
5.117025258620453e-05,2.558387377415501
4.215743191289694e-05,2.1077463437501214
3.208249913841427e-05,1.603999705025988
2.5215685153203834e-05,1.260659005765466
2.4884518425014893e-05,1.244100669356019
3.205577117638718e-05,1.602650145951367
4.492624705072087e-05,2.2461305912315104
6.02584816709994e-05,3.012646128969067
7.550898810568215e-05,3.7750125041450002
8.849366580402606e-05,4.42404934240015
9.741714472881527e-05,4.8700495148972625
0.00010139745867605899,5.068976626429393
0.00010077471530199555,5.037839457726222
9.638803643045055e-05,4.818505514148972
8.80635475123134e-05,4.402281068242114
7.650098298750762e-05,3.8241528420018254
6.35814746849771e-05,3.178177426875299
5.186109319865854e-05,2.592158352559371
4.307303477910875e-05,2.1527554315818813
3.8552420959416955e-05,1.9267247405972916
4.04099781655379e-05,2.019596083108303
4.875144418962586e-05,2.4366319613313405
6.170141890642018e-05,3.0840413796503174
7.473174186161997e-05,3.7354206056553574
8.129818524786117e-05,4.06365274848669
7.646613800578647e-05,3.8220503863829554
5.9759787915753165e-05,2.9867328818812897
3.418108982039726e-05,1.7077979771134948
3.920396646529228e-06,0.1947633184200932
-2.6518082304220482e-05,-1.327146714500635
-5.491639404468525e-05,-2.746951813133541
-7.988072274610269e-05,-3.9949097071808217
-0.0001001569219774331,-5.0083478520708935
-0.00011496432087553473,-5.748331226643764
-0.0001233359441445204,-6.166644546933796
-0.00012608004641529068,-6.303753525060907
-0.00012589261832535075,-6.294382120563911
-0.000126123887764141,-6.3059373209671525
-0.0001266501817756139,-6.332233084936028
-0.0001277083913590686,-6.385105009955938
-0.00013086694960425172,-6.542913995694515
-0.00013923369546004464,-6.960907483263061
-0.00016010487296171805,-8.00341180903699
-0.00019651095116882038,-9.821101047587883
-0.0002444221607529515,-12.211401728592376
-0.00029362541337612103,-14.66353674212651
-0.00033062960588633935,-16.505638919183248
-0.0003456757711655179,-17.254083888840153
-0.00033844728082426783,-16.89265937177765
-0.0003158454669956892,-15.762568680348721
-0.000287831036024658,-14.36184713179716
-0.00026516014593513004,-13.228302627320764
-0.00025617466800749027,-12.779028730938775
-0.00026357444536512947,-13.147897146369475
-0.00028030264746604553,-13.981533221541516
-0.00029702554139129895,-14.814553698221788
-0.0003063458250199559,-15.278666626352525
-0.0003052204493421918,-15.22239784246432
-0.00029624487901564367,-14.773619326136913
-0.0002831878397498542,-14.12076736284744
-0.00026840931226903967,-13.381840988806713
-0.00025158838337849677,-12.540794544279569
-0.00023142298968994567,-11.532524859852016
-0.00020520092170892143,-10.221421460800801
-0.00016870507320810755,-8.396629035760109
-0.0001204938649297705,-5.9860686218432555
-6.296243850928109e-05,-3.109497300818785
-1.5337118327944127e-06,-0.03806096699445092
5.83731163140713e-05,2.957124908776869
0.00011166328671913889,5.620721213285943
0.00015223605349940826,7.647737348727001
0.00017952796880479346,9.0106227443064
0.0002022517944545831,10.144933061792177
0.00023007896551230874,11.533341090636515
0.0002639539600428161,13.222406172339706
0.0003026649017346123,15.150921266447085
0.00034675289942062254,17.34481674188591
0.0003980660260919991,19.894417352178067
0.0004601936094566015,22.975031467423534
0.000534421006495971,26.645157925453432
0.0006176191720838341,30.743243124864566
0.0007024271573941613,34.901224858424406
0.0007789808796718008,38.63560742659229
0.0008382182490160667,41.51176219308799
0.0008746642863576093,43.27506944231088
0.0008897213924893455,44.00210392427209
0.000893612567813915,44.18984953512407
0.0008998629161052513,44.49130137892004
0.0009205293996544672,45.48695890178007
0.0009623357015569236,47.49589792545841
0.001024923289876362,50.48997560818386
0.0011014229578620166,54.12644656197584
0.0011804792501312145,57.85609127650921
0.0012491997268498638,61.07337472514391
0.0012928446049659825,63.1042126385403
0.0013036363493773725,63.60482765710289
0.0012841654716078212,62.63128376862532
0.0012448208594955934,60.66405316301393
0.0011999211718535137,58.41906878090995
0.001162905016513223,56.568261013895416
0.0011450281772880792,55.67441905263823
0.0011493058440182992,55.87633235040245
0.0011699226475122653,56.84826019905332
0.0011939867527756812,57.980113890493435
0.0012028655136063846,58.39701263286523
0.0011820150515617503,57.354489530633515
0.0011255695985732653,54.532216881209266
0.001037878392456896,50.147656575390805
0.0009303459451533303,44.77103421021252
0.0008179533049515451,39.15140220012326
0.0007149386860221194,34.000671253651966
0.0006301740906150395,29.762441483297977
0.0005651442938471392,26.51095164490296
0.0005142110688980769,23.964290397449847
0.0004675600522136917,21.63173956323059
0.00041294779047433306,18.901126476262657
0.00033806342229382056,15.156908067237033
0.00023797790782797114,10.152632343944564
0.00012553655921433544,4.53056491326278
1.6911166122812393e-05,-0.9006898719820059
-7.51122690568035e-05,-5.500836864355662
-0.00014417999488570044,-8.950862984792762
-0.00018782010925289438,-11.128846687484899
-0.00020911809237060495,-12.191110774903818
-0.000215170653450681,-12.492900786716543
-0.00021472477214419766,-12.470606721392377
-0.00021839123415924426,-12.653403999787878
-0.0002321285919007206,-13.338163504866793
-0.000256059215611288,-14.530473003717397
-0.00028745674088819054,-16.09366383582004
-0.0003330498284869765,-18.361032297074612
-0.00039299089116335987,-21.336652216328815
-0.0004562118712610376,-24.467637866298926
-0.0005034992699031761,-26.80387342135674
-0.000509991181139333,-27.12419991854814
-0.0004615514663684653,-24.70221418000475
-0.00036262120216849346,-19.755700970006156
-0.00023422538143864165,-13.335909933513568
-0.00010548864415735733,-6.899073069449351
-3.377366364305568e-06,-1.7935091797967628
5.6566377400858076e-05,1.2036660316307455
7.534653408275788e-05,2.142628051605988
6.959090088884532e-05,1.8548463919103602
6.521654230014241e-05,1.6361284624752144
8.940837699940765e-05,2.8456129301430826
0.00016026618214776657,6.387105154808758
0.00028020775541986927,12.374450153705501
0.0004396706015150815,20.308691991492186
0.0006255941437373506,29.500171585440853
0.0008169574097038619,38.86616144737105
0.0009770194065780963,46.60583145404767
0.0010781135980943149,51.44204926016905
0.0011142385036214508,53.15950802850561
0.0010975831774454018,52.32674171970316
0.001050181692055085,49.95666745018732
0.0009969791768210667,47.2965416884864
0.0009574204858300767,45.318607138936905
0.0009412120620256227,44.5081859487142
0.0009464564967256216,44.76102625828298
0.0009621648629615887,45.51770468895439
0.0009731486851962123,46.0462236219254
0.000962069116298794,45.492245177054485
0.0009127223627893421,43.02490750158189
0.0008177785584357392,38.277717283901744
0.0006913805523456084,31.957816979395204
0.0005510853622830366,24.943057476266613
0.0004095307871620619,17.865328720217878
0.0002717220017613879,10.974889450184175
0.00013642638425707666,4.210108574968613
-1.6476745486142451e-06,-2.693434758957039
-0.00015011486534753055,-10.11055684726724
-0.00031374144536476495,-18.26105062338712
-0.0004930317618787398,-27.14063440900229
-0.0006855214158509164,-36.58680474898078
-0.0008906929580174259,-46.5233882713261
-0.0011060665411574708,-56.77127612800736
-0.0013254503604885274,-66.98055248641401
-0.0015389824258804485,-76.66233257054601
-0.0017272248808110628,-84.96587689937857
-0.001877934781303596,-91.4454332833498
-0.0019922791931488567,-96.25651600813407
-0.002083134374953509,-100.01253764914003
-0.0021682838416481045,-103.47777151329733
-0.0022644679819788243,-107.32694720003205
-0.002381493457730706,-111.9153245615394
-0.002518309170588862,-117.14530828224396
-0.002663860136998597,-122.54773284745387
-0.002799414940057172,-127.42762424514319
-0.002904767951575425,-131.1186260162448
-0.0029613814109080414,-133.06521449024802
-0.0029558242748338745,-132.6998544846662
-0.0028838421734011677,-129.10074941303085
-0.0027517230493637104,-122.49479321115798
-0.0025741179958839308,-113.614540537169
-0.002368233890034742,-103.32033524470955
-0.002151078742099319,-92.4625778479384
-0.0019370389223313728,-81.7605868595411
-0.0017321982878556632,-71.51855513575562
-0.0015327905691043897,-61.54816919819194
-0.0013318790189763955,-51.50259169179224
-0.0011389968688866714,-41.85848418730603
-0.0009556560736956455,-32.691444427754746
-0.0007693541027148541,-23.376345878715174
-0.0005590102685361705,-12.859154169780995
-0.0003067066747823052,-0.24397636246875012
-4.5788379160989165e-06,14.840812453856856
0.00034155866844165657,31.962106470790133
0.0007099408572113676,49.80412898945438
0.0010682591338438295,66.60063006345383
0.001383832353336249,80.81145285252428
0.0016312106480267656,91.5092764841151
0.0017998828677803806,98.56077241531453
0.0018922945500266502,102.33675093038875
0.0019246688524335012,103.64462035432173
0.0019243287470021276,103.60682835353391
0.0019189233758148533,103.3365597941702
0.0019321156353331996,103.86802143229474
0.0019819361752199957,105.86329933502132
0.002099637792922841,110.50235432809036
0.0022959619927050167,118.00201085719608
0.0025528145081099647,127.3546042704284
0.0028291203604255692,136.82555077165583
0.0030730298905165404,144.6763257984851
0.0032342295347420136,149.60438750141526
0.0032706715829161044,150.68998596239425
0.003165973928096645,145.45510322142127
0.002939933037575424,134.15305869536024
0.002645929504281916,119.45288203068482
0.0023592799152422615,105.1204025787021
0.0021482096099395237,94.56688731356522
0.002054531784177898,89.88299602548392
0.0020777588970621206,90.87489770234244
0.0021704982329791055,94.79785862346067
0.0022663032574050156,98.78640124921851
0.002299713000725395,100.16170018870177
0.002209696228624219,95.66086158364297
0.0019050437119153823,80.42823574820112
0.001351078394618276,52.7299698833458
0.0005939161148818138,14.871855896522698
-0.00024016920973689523,-26.718612631889656
-0.0009408073227067131,-60.457957217712796
-0.001346524488988178,-78.93368606762745
-0.0014056799469632675,-81.54518930803229
-0.0011836474753614287,-70.44356572794034
-0.0008205274804457974,-52.287565982158796
-0.0004899214333351145,-35.757263626624635
-0.0003437348132851502,-28.44793262412643
-0.0004645021678659046,-34.376198882698496
-0.0008542189022898851,-53.16703893499375
-0.001442520975087628,-80.16225111215503
-0.002139581022687767,-109.28131987035793
-0.0028398564069361575,-134.8217027872546
-0.0034410789110838726,-153.62221383082522
-0.0038681480871239795,-165.26221637009513
-0.004082347426726573,-170.58882403287254
-0.004084972669227698,-170.0392453844609
-0.003917926351697469,-161.6869295079495
-0.0036618999514006884,-148.88560949311045
-0.003405336205296351,-136.0574221878936
-0.0032353682382697544,-127.55902383656378
-0.0032191654786909944,-126.55847878129987
-0.00338163169761901,-132.27041429860645
-0.0037008214538451147,-142.87449701506796
-0.004122695681423754,-155.6425383987143
-0.004575904176511348,-167.8249293965753
-0.004986953661147149,-177.5757343204422
-0.005288874203127154,-184.00380962130146
-0.005428552510739462,-186.77959914148957
-0.005371753789862955,-183.79092633030373
-0.005115476872111967,-170.9770804427543
-0.00470350223230792,-150.378348452552
-0.004215576673697468,-125.98207052202937
-0.0037448755443030175,-102.44701405230686
-0.0033750857975133686,-83.9575267128244
-0.003166062984079882,-73.50638604115008
-0.0031282784436268327,-71.61715901849762
-0.003219358216176091,-75.7565900982205
-0.0033590395904109557,-82.00854051538496
-0.003457654384553301,-86.34866604555577
-0.003438399429015187,-85.38591826865006
-0.003259302495221686,-76.43107157897501
-0.002923857264511953,-59.65881004348836
-0.0024771992284868525,-37.32590824223333
-0.0019919359716300054,-13.062745399390975
-0.0015441983473583768,9.314277600880708
-0.0011913176947974218,26.81318723956168
-0.0009450923538547748,38.84199639284802
-0.0007875229075577579,46.42840279114267
-0.0006821441033667003,51.44441390401119
-0.0005888701761611714,55.84167963552425
-0.0004754860958929464,61.12894536870283
-0.0003225543811961885,68.15141306412198
-0.00012604900070557217,76.97489744556616
0.00010293339046905704,86.94753099328473
0.00033054398682094824,96.50427804501068
0.0005281464858481223,104.49559440172916
0.00068491059721663,110.62522372582332
0.0008059334004609972,115.22703819593315
0.0009037067820638358,118.86068248264979
0.0009979857763546618,122.29260081349643
0.0011194555212618352,126.60960717369679
0.0012844754618291953,132.28457900562663
0.0014855471344596264,138.9033749665911
0.0016952057426942659,145.46004620086524
0.0018790716347025927,150.92347116806624
0.002003910233867532,154.4824198255631
0.0020476567324532093,155.70109864331408
0.0020066255608542378,153.6495400633655
0.001900581058046769,148.34731492299207
0.0017646232146640067,141.54942275385397
0.001624588933317422,134.54770868652474
0.0015036335363420123,128.49993883775426
0.0014182301351598136,124.22976877864434
0.0013750516927239491,122.07084665685112
0.0013692777503153729,121.78214953642231
0.0013848610274780995,122.34641364037303
0.0013984212573150546,122.8358470048729
0.001387604880263085,122.29502815227444
0.001352993094731226,120.56443887568146
0.001295493824031596,117.68947534069997
0.0012090063106070356,113.36509966947196
0.0010895612357742941,107.39284592783488
0.000943499837992772,100.08977603875877
0.000779714401420777,91.90050421015903
0.0005839549984688084,82.1125340625606
0.00035469457555541796,70.64951291689107
0.00011087599715021847,58.45858399663109
-0.00011608113820545694,47.11072722884732
-0.00030039187956032524,37.8951901611039
-0.0004301717068212931,31.406198798055513
-0.0005098091747299886,27.424325402620738
-0.0005648012577082148,24.67472125370943
-0.0006326842636376047,21.28057095723993
-0.0007457187816577044,15.628845056234946
-0.000896412739109744,8.094147183632968
-0.0010697628248956491,-0.573357105662286
-0.0012559263086716738,-9.878190137001537
-0.001449926524336235,-19.546934949587072
-0.0016464021775756978,-29.27745057944359
-0.0018356561991183305,-38.56117885693635
-0.0020024036199932124,-46.64562469839859
-0.0021335224067419696,-52.92743239807203
-0.0022448739622902207,-58.20324088540869
-0.0023489222092776497,-63.07943912393537
-0.0024483553725274713,-67.68737004115175
-0.0025368959144714547,-71.74513905953329
-0.002606908267913773,-74.9220409583652
-0.0026579731906764366,-77.22087358026907
-0.0026988936667437856,-79.05159547945712
-0.0027403065836537877,-80.89378928732896
-0.0027684583546987236,-82.13992034496924
-0.0027744831149120242,-82.40595049333953
-0.0027634314497537063,-81.85336723542365
-0.002750783965163708,-81.22099300592375
-0.002752856483962947,-81.30400658326622
-0.002781812056588869,-82.58396301066661
-0.0028530737909812764,-85.71105047896356
-0.002961471611563531,-90.40344679623914
-0.0030789396523629655,-95.39794452337011
-0.003162755292939507,-98.90225012078643
-0.003171436263048398,-99.26232000186819
-0.003081148492769484,-94.7479314879225
-0.0028941514604859035,-85.39807987374348
-0.002640424904224422,-72.71175206066941
-0.0023582138882970775,-58.60120126430218
-0.0020944860077681798,-45.41480723785729
-0.0018948980004716862,-35.43540687303261
-0.0017860040432585104,-29.990709012373827
-0.0017655994800001313,-28.970480849454873
-0.0018070545521088627,-31.0136048221292
-0.001879517913327822,-34.57412113325402
-0.0019417637998774308,-37.62053743583303
-0.0019490517550414953,-37.97644350139147
-0.0018653294877784814,-33.79033013824078
-0.0016730520335930163,-24.176457428967524
-0.0013816826003285071,-9.607985765742065
-0.001026258724365966,8.157601444431398
-0.0006607536785416003,26.303815923107496
-0.00034358081994469776,41.78835124936448
-0.00011927372519618684,52.51674027404958
3.6406992569511883e-06,58.29955526869875
3.996023920181384e-05,59.99397514893069
1.9866831662991623e-05,58.98930477198957
-1.810773011191781e-05,57.09057668324411
-3.3963563833351366e-05,56.29778499717243
6.478259556443653e-06,58.19285002506639
0.00012559229672900733,63.725668641530184
0.00032478774858626247,72.80351823476714
0.0005696015215676396,83.63103481294806
0.0008196119107686244,94.27746960750687
0.0010433183538690277,103.42541396118312
0.0012238966281608514,110.53607279147576
0.0013559838547422848,115.57785830331592
0.0014420255579206162,118.78843096746871
0.0014890572828411494,120.51861067852268
0.0015021365617291888,120.99664115006898
0.0014840816138252837,120.09389375487372
0.0014406431987923612,117.9219730032276
0.001392157768885105,115.49770150786483
0.0013582350073558164,113.8015634314004
0.00134851436359673,113.31553124344607
0.0013607538745006905,113.78173704385803
0.0013768715380854093,114.39387503167676
0.0013781343213039297,114.41699429821534
0.001355269322765499,113.27374437129382
0.0013081369971477616,110.91712809040695
0.0012427896034600766,107.6497584060227
0.0011705659162305712,104.03857404454743
0.001111202637063282,101.07041008618297
0.001074964358618482,99.25849616394298
0.001056378234485566,98.32918995729717
0.0010383338644186372,97.42697145395074
0.0010014886229420593,95.58470938012185
0.0009320372154937366,92.11213900770572
0.0008276982408796211,86.89519027699995
0.0006991995611169307,80.47025628886541
0.0005659733846321786,73.80894746462783
0.0004502650434406896,68.02353040505338
0.00036771517184920854,63.896036825479314
0.0003261898141045324,61.81976893824552
0.0003242503967914357,61.72279807259068
0.0003484628812701295,62.84491832234634
0.00036548737348478976,63.63203962095244
0.0003460082357354401,62.65808273348496
0.00027742819903640436,59.22908089853317
0.0001636091581810925,53.53812885576758
2.0211174120447126e-05,46.36822965273531
-0.00013267131631634197,38.72410513089585
-0.000276909547094053,31.512193592010306
-0.00040105839096823444,25.30475139830123
-0.0005017440272370592,20.270469584859992
-0.000581901103262066,16.26261578360965
-0.0006490788801150603,12.903726940959935
-0.0007106953757896125,9.822902157232326
-0.0007712153381055233,6.796904041436787
-0.0008335242270387229,3.681459594776807
-0.000899778281533444,0.3687568700407537
-0.0009676731680857545,-3.02596059292719
-0.0010171623836671571,-5.500033805308325
-0.0010353846644908773,-6.410806391602389
-0.0010273281046854412,-6.007978401330582
-0.0010093071474025482,-5.106930537185931
-0.0009977455145319307,-4.528848893655058
-0.0010110014613557876,-5.1915030199177075
-0.0010791174057565734,-8.595390509780202
-0.0012160331107895135,-15.42680890805391
-0.0014120064816085301,-25.16103626868904
-0.0016367639745336602,-36.22303702624873
-0.0018537289605203512,-46.755302671903735
-0.002029176020861378,-55.138867794293624
-0.002139453944296912,-60.337505512201574
